__v,_id,capacity,classification,credit,name,users
21,6471ea1d8c0d64b3c267462a,39,전선,3,Subject-43,"[{""$oid"":""6471ea1e8c0d64b3c26746d0""},{""$oid"":""6471ea218c0d64b3c267475e""},{""$oid"":""6471ea238c0d64b3c26747ae""},{""$oid"":""6471ea248c0d64b3c26747c8""},{""$oid"":""6471ea268c0d64b3c267480e""},{""$oid"":""6471ea268c0d64b3c2674812""},{""$oid"":""6471ea288c0d64b3c267485e""},{""$oid"":""6471ea298c0d64b3c2674886""},{""$oid"":""6471ea298c0d64b3c267488a""},{""$oid"":""6471ea298c0d64b3c2674894""},{""$oid"":""6471ea2a8c0d64b3c26748aa""},{""$oid"":""6471ea2a8c0d64b3c26748b6""},{""$oid"":""6471ea2a8c0d64b3c26748b8""},{""$oid"":""6471ea2a8c0d64b3c26748c0""},{""$oid"":""6471ea2c8c0d64b3c26748fe""},{""$oid"":""6471ea2d8c0d64b3c2674920""},{""$oid"":""6471ea2e8c0d64b3c2674964""},{""$oid"":""6471ea2e8c0d64b3c2674972""},{""$oid"":""6471ea2f8c0d64b3c2674996""},{""$oid"":""6471ea308c0d64b3c26749a8""},{""$oid"":""6471ea308c0d64b3c26749b8""},{""$oid"":""6471ea318c0d64b3c26749ce""},{""$oid"":""6471ea338c0d64b3c2674a1c""},{""$oid"":""6471ea348c0d64b3c2674a44""},{""$oid"":""6471ea348c0d64b3c2674a68""},{""$oid"":""6471ea368c0d64b3c2674a9c""},{""$oid"":""6471ea368c0d64b3c2674aae""},{""$oid"":""6471ea378c0d64b3c2674ad2""},{""$oid"":""6471ea388c0d64b3c2674b04""},{""$oid"":""6471ea388c0d64b3c2674b08""},{""$oid"":""6471ea398c0d64b3c2674b1e""},{""$oid"":""6471ea398c0d64b3c2674b20""},{""$oid"":""6471ea398c0d64b3c2674b22""},{""$oid"":""6471ea398c0d64b3c2674b24""},{""$oid"":""6471ea398c0d64b3c2674b28""},{""$oid"":""6471ea398c0d64b3c2674b34""},{""$oid"":""6471ea398c0d64b3c2674b3a""},{""$oid"":""6471ea3a8c0d64b3c2674b40""}]"
18,6471ea1d8c0d64b3c267462c,21,전필,2,Subject-44,"[{""$oid"":""6471ea1e8c0d64b3c26746c6""},{""$oid"":""6471ea208c0d64b3c267472c""},{""$oid"":""6471ea238c0d64b3c26747a2""},{""$oid"":""6471ea238c0d64b3c26747ae""},{""$oid"":""6471ea248c0d64b3c26747d0""},{""$oid"":""6471ea258c0d64b3c26747f2""},{""$oid"":""6471ea258c0d64b3c26747f4""},{""$oid"":""6471ea288c0d64b3c267485c""},{""$oid"":""6471ea2d8c0d64b3c2674930""},{""$oid"":""6471ea2d8c0d64b3c2674934""},{""$oid"":""6471ea2e8c0d64b3c2674956""},{""$oid"":""6471ea2f8c0d64b3c2674976""},{""$oid"":""6471ea2f8c0d64b3c267498a""},{""$oid"":""6471ea2f8c0d64b3c267499a""},{""$oid"":""6471ea318c0d64b3c26749c6""},{""$oid"":""6471ea328c0d64b3c2674a08""},{""$oid"":""6471ea338c0d64b3c2674a20""},{""$oid"":""6471ea338c0d64b3c2674a40""},{""$oid"":""6471ea348c0d64b3c2674a68""},{""$oid"":""6471ea358c0d64b3c2674a7c""},{""$oid"":""6471ea368c0d64b3c2674aa4""}]"
22,6471ea1d8c0d64b3c267462e,32,전선,1,Subject-45,"[{""$oid"":""6471ea1d8c0d64b3c26746ba""},{""$oid"":""6471ea1e8c0d64b3c26746c4""},{""$oid"":""6471ea1f8c0d64b3c26746fe""},{""$oid"":""6471ea1f8c0d64b3c2674700""},{""$oid"":""6471ea1f8c0d64b3c2674702""},{""$oid"":""6471ea208c0d64b3c2674712""},{""$oid"":""6471ea208c0d64b3c2674720""},{""$oid"":""6471ea248c0d64b3c26747bc""},{""$oid"":""6471ea258c0d64b3c26747ea""},{""$oid"":""6471ea258c0d64b3c26747f6""},{""$oid"":""6471ea268c0d64b3c267480a""},{""$oid"":""6471ea278c0d64b3c2674830""},{""$oid"":""6471ea278c0d64b3c267483a""},{""$oid"":""6471ea278c0d64b3c267484a""},{""$oid"":""6471ea288c0d64b3c2674854""},{""$oid"":""6471ea298c0d64b3c2674894""},{""$oid"":""6471ea298c0d64b3c26748a0""},{""$oid"":""6471ea2a8c0d64b3c26748bc""},{""$oid"":""6471ea2d8c0d64b3c2674936""},{""$oid"":""6471ea2d8c0d64b3c2674938""},{""$oid"":""6471ea2d8c0d64b3c2674948""},{""$oid"":""6471ea308c0d64b3c26749b2""},{""$oid"":""6471ea318c0d64b3c26749e2""},{""$oid"":""6471ea328c0d64b3c2674a04""},{""$oid"":""6471ea368c0d64b3c2674a96""},{""$oid"":""6471ea368c0d64b3c2674aae""},{""$oid"":""6471ea378c0d64b3c2674ac2""},{""$oid"":""6471ea388c0d64b3c2674af8""},{""$oid"":""6471ea388c0d64b3c2674afa""},{""$oid"":""6471ea388c0d64b3c2674afc""},{""$oid"":""6471ea388c0d64b3c2674b08""},{""$oid"":""6471ea388c0d64b3c2674b0e""}]"
17,6471ea1d8c0d64b3c2674630,38,공교,3,Subject-46,"[{""$oid"":""6471ea1d8c0d64b3c26746a6""},{""$oid"":""6471ea1d8c0d64b3c26746b0""},{""$oid"":""6471ea218c0d64b3c2674752""},{""$oid"":""6471ea218c0d64b3c2674758""},{""$oid"":""6471ea228c0d64b3c2674764""},{""$oid"":""6471ea228c0d64b3c2674776""},{""$oid"":""6471ea268c0d64b3c267480c""},{""$oid"":""6471ea268c0d64b3c267481c""},{""$oid"":""6471ea268c0d64b3c2674822""},{""$oid"":""6471ea298c0d64b3c26748a0""},{""$oid"":""6471ea2a8c0d64b3c26748ae""},{""$oid"":""6471ea2a8c0d64b3c26748b6""},{""$oid"":""6471ea2b8c0d64b3c26748de""},{""$oid"":""6471ea2b8c0d64b3c26748ee""},{""$oid"":""6471ea2b8c0d64b3c26748f2""},{""$oid"":""6471ea2d8c0d64b3c2674940""},{""$oid"":""6471ea2e8c0d64b3c267495a""},{""$oid"":""6471ea2f8c0d64b3c267498c""},{""$oid"":""6471ea318c0d64b3c26749e4""},{""$oid"":""6471ea318c0d64b3c26749ec""},{""$oid"":""6471ea328c0d64b3c2674a00""},{""$oid"":""6471ea338c0d64b3c2674a26""},{""$oid"":""6471ea338c0d64b3c2674a30""},{""$oid"":""6471ea348c0d64b3c2674a5a""},{""$oid"":""6471ea378c0d64b3c2674ad6""},{""$oid"":""6471ea378c0d64b3c2674ae2""},{""$oid"":""6471ea388c0d64b3c2674af2""},{""$oid"":""6471ea388c0d64b3c2674af8""},{""$oid"":""6471ea388c0d64b3c2674b02""},{""$oid"":""6471ea398c0d64b3c2674b18""},{""$oid"":""6471ea398c0d64b3c2674b34""},{""$oid"":""6471ea398c0d64b3c2674b3a""},{""$oid"":""6471ea3a8c0d64b3c2674b42""}]"
24,6471ea1d8c0d64b3c2674632,39,학기,1,Subject-47,"[{""$oid"":""6471ea1d8c0d64b3c267469e""},{""$oid"":""6471ea1d8c0d64b3c26746bc""},{""$oid"":""6471ea1e8c0d64b3c26746e0""},{""$oid"":""6471ea208c0d64b3c267471e""},{""$oid"":""6471ea218c0d64b3c267473c""},{""$oid"":""6471ea228c0d64b3c267476c""},{""$oid"":""6471ea238c0d64b3c2674788""},{""$oid"":""6471ea268c0d64b3c2674826""},{""$oid"":""6471ea278c0d64b3c2674836""},{""$oid"":""6471ea288c0d64b3c2674866""},{""$oid"":""6471ea298c0d64b3c267488e""},{""$oid"":""6471ea2a8c0d64b3c26748c2""},{""$oid"":""6471ea2c8c0d64b3c2674914""},{""$oid"":""6471ea2d8c0d64b3c2674922""},{""$oid"":""6471ea2e8c0d64b3c2674956""},{""$oid"":""6471ea2e8c0d64b3c2674968""},{""$oid"":""6471ea2f8c0d64b3c267497c""},{""$oid"":""6471ea338c0d64b3c2674a1a""},{""$oid"":""6471ea338c0d64b3c2674a2a""},{""$oid"":""6471ea348c0d64b3c2674a56""},{""$oid"":""6471ea348c0d64b3c2674a5c""},{""$oid"":""6471ea348c0d64b3c2674a6a""},{""$oid"":""6471ea368c0d64b3c2674a98""},{""$oid"":""6471ea378c0d64b3c2674ac6""},{""$oid"":""6471ea378c0d64b3c2674ad0""},{""$oid"":""6471ea378c0d64b3c2674ad6""},{""$oid"":""6471ea378c0d64b3c2674ad8""},{""$oid"":""6471ea378c0d64b3c2674adc""},{""$oid"":""6471ea378c0d64b3c2674ae2""},{""$oid"":""6471ea388c0d64b3c2674b0e""},{""$oid"":""6471ea388c0d64b3c2674b10""},{""$oid"":""6471ea398c0d64b3c2674b12""},{""$oid"":""6471ea398c0d64b3c2674b16""},{""$oid"":""6471ea398c0d64b3c2674b18""},{""$oid"":""6471ea398c0d64b3c2674b1c""},{""$oid"":""6471ea398c0d64b3c2674b22""},{""$oid"":""6471ea398c0d64b3c2674b2a""},{""$oid"":""6471ea398c0d64b3c2674b30""},{""$oid"":""6471ea398c0d64b3c2674b32""}]"
18,6471ea1d8c0d64b3c2674634,29,전선,2,Subject-48,"[{""$oid"":""6471ea1d8c0d64b3c26746a4""},{""$oid"":""6471ea1d8c0d64b3c26746ae""},{""$oid"":""6471ea1d8c0d64b3c26746bc""},{""$oid"":""6471ea1f8c0d64b3c2674704""},{""$oid"":""6471ea208c0d64b3c2674724""},{""$oid"":""6471ea208c0d64b3c267472e""},{""$oid"":""6471ea238c0d64b3c26747a2""},{""$oid"":""6471ea238c0d64b3c26747a4""},{""$oid"":""6471ea248c0d64b3c26747cc""},{""$oid"":""6471ea248c0d64b3c26747d4""},{""$oid"":""6471ea258c0d64b3c26747de""},{""$oid"":""6471ea258c0d64b3c26747f2""},{""$oid"":""6471ea258c0d64b3c26747f4""},{""$oid"":""6471ea268c0d64b3c2674826""},{""$oid"":""6471ea278c0d64b3c267483c""},{""$oid"":""6471ea278c0d64b3c2674842""},{""$oid"":""6471ea288c0d64b3c267486c""},{""$oid"":""6471ea288c0d64b3c2674878""},{""$oid"":""6471ea298c0d64b3c267487e""},{""$oid"":""6471ea298c0d64b3c2674884""},{""$oid"":""6471ea2a8c0d64b3c26748cc""},{""$oid"":""6471ea2c8c0d64b3c26748f8""},{""$oid"":""6471ea2c8c0d64b3c26748fa""},{""$oid"":""6471ea2e8c0d64b3c267496a""},{""$oid"":""6471ea2f8c0d64b3c2674976""},{""$oid"":""6471ea318c0d64b3c26749e2""},{""$oid"":""6471ea318c0d64b3c26749ec""},{""$oid"":""6471ea328c0d64b3c2674a0e""},{""$oid"":""6471ea338c0d64b3c2674a36""}]"
21,6471ea1d8c0d64b3c2674636,34,전필,3,Subject-49,"[{""$oid"":""6471ea1d8c0d64b3c26746ae""},{""$oid"":""6471ea1d8c0d64b3c26746ba""},{""$oid"":""6471ea1e8c0d64b3c26746d2""},{""$oid"":""6471ea1f8c0d64b3c26746f8""},{""$oid"":""6471ea1f8c0d64b3c2674704""},{""$oid"":""6471ea218c0d64b3c2674744""},{""$oid"":""6471ea218c0d64b3c267474a""},{""$oid"":""6471ea218c0d64b3c2674752""},{""$oid"":""6471ea228c0d64b3c267476a""},{""$oid"":""6471ea248c0d64b3c26747d2""},{""$oid"":""6471ea258c0d64b3c26747dc""},{""$oid"":""6471ea258c0d64b3c26747e0""},{""$oid"":""6471ea268c0d64b3c2674818""},{""$oid"":""6471ea268c0d64b3c2674820""},{""$oid"":""6471ea298c0d64b3c2674880""},{""$oid"":""6471ea2a8c0d64b3c26748c8""},{""$oid"":""6471ea2b8c0d64b3c26748d0""},{""$oid"":""6471ea2c8c0d64b3c267491a""},{""$oid"":""6471ea2d8c0d64b3c267492c""},{""$oid"":""6471ea2e8c0d64b3c2674952""},{""$oid"":""6471ea2f8c0d64b3c267499a""},{""$oid"":""6471ea308c0d64b3c26749b4""},{""$oid"":""6471ea328c0d64b3c2674a10""},{""$oid"":""6471ea338c0d64b3c2674a2e""},{""$oid"":""6471ea338c0d64b3c2674a38""},{""$oid"":""6471ea338c0d64b3c2674a3e""},{""$oid"":""6471ea348c0d64b3c2674a4e""},{""$oid"":""6471ea348c0d64b3c2674a58""},{""$oid"":""6471ea358c0d64b3c2674a82""},{""$oid"":""6471ea358c0d64b3c2674a94""},{""$oid"":""6471ea368c0d64b3c2674ab2""},{""$oid"":""6471ea378c0d64b3c2674aca""},{""$oid"":""6471ea378c0d64b3c2674ad8""},{""$oid"":""6471ea388c0d64b3c2674af4""}]"
17,6471ea1d8c0d64b3c2674638,23,전공,3,Subject-50,"[{""$oid"":""6471ea1d8c0d64b3c26746a4""},{""$oid"":""6471ea1e8c0d64b3c26746be""},{""$oid"":""6471ea1e8c0d64b3c26746d6""},{""$oid"":""6471ea1e8c0d64b3c26746d8""},{""$oid"":""6471ea228c0d64b3c2674778""},{""$oid"":""6471ea228c0d64b3c2674786""},{""$oid"":""6471ea238c0d64b3c267478c""},{""$oid"":""6471ea248c0d64b3c26747b8""},{""$oid"":""6471ea248c0d64b3c26747be""},{""$oid"":""6471ea248c0d64b3c26747d6""},{""$oid"":""6471ea258c0d64b3c26747ec""},{""$oid"":""6471ea268c0d64b3c2674804""},{""$oid"":""6471ea268c0d64b3c267481a""},{""$oid"":""6471ea278c0d64b3c2674844""},{""$oid"":""6471ea288c0d64b3c2674866""},{""$oid"":""6471ea288c0d64b3c267486e""},{""$oid"":""6471ea2b8c0d64b3c26748d4""},{""$oid"":""6471ea2c8c0d64b3c2674912""},{""$oid"":""6471ea2d8c0d64b3c2674932""},{""$oid"":""6471ea2d8c0d64b3c2674946""},{""$oid"":""6471ea2e8c0d64b3c267495e""},{""$oid"":""6471ea2f8c0d64b3c2674990""},{""$oid"":""6471ea308c0d64b3c26749ae""}]"
18,6471ea1d8c0d64b3c267463a,29,공교,2,Subject-51,"[{""$oid"":""6471ea1e8c0d64b3c26746c2""},{""$oid"":""6471ea1f8c0d64b3c26746f8""},{""$oid"":""6471ea228c0d64b3c2674770""},{""$oid"":""6471ea248c0d64b3c26747d6""},{""$oid"":""6471ea258c0d64b3c26747fe""},{""$oid"":""6471ea268c0d64b3c2674814""},{""$oid"":""6471ea278c0d64b3c267482a""},{""$oid"":""6471ea288c0d64b3c267485e""},{""$oid"":""6471ea2a8c0d64b3c26748ae""},{""$oid"":""6471ea2b8c0d64b3c26748de""},{""$oid"":""6471ea2b8c0d64b3c26748f0""},{""$oid"":""6471ea2c8c0d64b3c26748f6""},{""$oid"":""6471ea2c8c0d64b3c267490c""},{""$oid"":""6471ea2d8c0d64b3c2674924""},{""$oid"":""6471ea2e8c0d64b3c267494c""},{""$oid"":""6471ea2f8c0d64b3c2674978""},{""$oid"":""6471ea2f8c0d64b3c267498e""},{""$oid"":""6471ea318c0d64b3c26749dc""},{""$oid"":""6471ea348c0d64b3c2674a5e""},{""$oid"":""6471ea348c0d64b3c2674a62""},{""$oid"":""6471ea348c0d64b3c2674a64""},{""$oid"":""6471ea358c0d64b3c2674a72""},{""$oid"":""6471ea358c0d64b3c2674a7c""},{""$oid"":""6471ea358c0d64b3c2674a7e""},{""$oid"":""6471ea368c0d64b3c2674aa2""},{""$oid"":""6471ea368c0d64b3c2674aa4""},{""$oid"":""6471ea368c0d64b3c2674aa8""},{""$oid"":""6471ea368c0d64b3c2674ab4""},{""$oid"":""6471ea368c0d64b3c2674ab8""}]"
20,6471ea1d8c0d64b3c267463c,29,전필,2,Subject-52,"[{""$oid"":""6471ea1d8c0d64b3c26746a0""},{""$oid"":""6471ea1e8c0d64b3c26746e2""},{""$oid"":""6471ea208c0d64b3c2674734""},{""$oid"":""6471ea238c0d64b3c267478a""},{""$oid"":""6471ea248c0d64b3c26747ce""},{""$oid"":""6471ea258c0d64b3c26747e4""},{""$oid"":""6471ea258c0d64b3c26747fa""},{""$oid"":""6471ea278c0d64b3c2674832""},{""$oid"":""6471ea288c0d64b3c267486c""},{""$oid"":""6471ea298c0d64b3c267488c""},{""$oid"":""6471ea298c0d64b3c2674898""},{""$oid"":""6471ea2a8c0d64b3c26748a8""},{""$oid"":""6471ea2a8c0d64b3c26748aa""},{""$oid"":""6471ea2a8c0d64b3c26748b2""},{""$oid"":""6471ea2b8c0d64b3c26748dc""},{""$oid"":""6471ea2c8c0d64b3c26748fe""},{""$oid"":""6471ea2c8c0d64b3c2674902""},{""$oid"":""6471ea2d8c0d64b3c2674938""},{""$oid"":""6471ea2e8c0d64b3c2674964""},{""$oid"":""6471ea2e8c0d64b3c267496c""},{""$oid"":""6471ea308c0d64b3c26749b2""},{""$oid"":""6471ea318c0d64b3c26749ce""},{""$oid"":""6471ea328c0d64b3c26749f2""},{""$oid"":""6471ea328c0d64b3c26749fc""},{""$oid"":""6471ea328c0d64b3c2674a0a""},{""$oid"":""6471ea328c0d64b3c2674a0e""},{""$oid"":""6471ea338c0d64b3c2674a26""},{""$oid"":""6471ea338c0d64b3c2674a40""},{""$oid"":""6471ea348c0d64b3c2674a4a""}]"
16,6471ea1d8c0d64b3c267463e,24,전필,1,Subject-53,"[{""$oid"":""6471ea1d8c0d64b3c26746b8""},{""$oid"":""6471ea1e8c0d64b3c26746e6""},{""$oid"":""6471ea1f8c0d64b3c26746ec""},{""$oid"":""6471ea1f8c0d64b3c2674702""},{""$oid"":""6471ea208c0d64b3c2674712""},{""$oid"":""6471ea208c0d64b3c2674722""},{""$oid"":""6471ea208c0d64b3c2674732""},{""$oid"":""6471ea218c0d64b3c2674746""},{""$oid"":""6471ea228c0d64b3c2674776""},{""$oid"":""6471ea228c0d64b3c267477e""},{""$oid"":""6471ea238c0d64b3c2674796""},{""$oid"":""6471ea248c0d64b3c26747b4""},{""$oid"":""6471ea258c0d64b3c26747e0""},{""$oid"":""6471ea258c0d64b3c26747e4""},{""$oid"":""6471ea258c0d64b3c26747ea""},{""$oid"":""6471ea268c0d64b3c267481e""},{""$oid"":""6471ea268c0d64b3c2674820""},{""$oid"":""6471ea278c0d64b3c267484a""},{""$oid"":""6471ea288c0d64b3c2674870""},{""$oid"":""6471ea2a8c0d64b3c26748ac""},{""$oid"":""6471ea2c8c0d64b3c2674918""},{""$oid"":""6471ea2d8c0d64b3c2674948""},{""$oid"":""6471ea308c0d64b3c26749a4""},{""$oid"":""6471ea308c0d64b3c26749b0""}]"
22,6471ea1d8c0d64b3c2674640,31,전선,2,Subject-54,"[{""$oid"":""6471ea1d8c0d64b3c26746b6""},{""$oid"":""6471ea1e8c0d64b3c26746e0""},{""$oid"":""6471ea218c0d64b3c2674740""},{""$oid"":""6471ea218c0d64b3c267474e""},{""$oid"":""6471ea238c0d64b3c26747a8""},{""$oid"":""6471ea248c0d64b3c26747c8""},{""$oid"":""6471ea268c0d64b3c2674814""},{""$oid"":""6471ea288c0d64b3c2674864""},{""$oid"":""6471ea288c0d64b3c2674872""},{""$oid"":""6471ea288c0d64b3c2674878""},{""$oid"":""6471ea298c0d64b3c267487e""},{""$oid"":""6471ea2b8c0d64b3c26748d2""},{""$oid"":""6471ea2b8c0d64b3c26748e6""},{""$oid"":""6471ea2f8c0d64b3c2674974""},{""$oid"":""6471ea308c0d64b3c26749c2""},{""$oid"":""6471ea318c0d64b3c26749d2""},{""$oid"":""6471ea318c0d64b3c26749d8""},{""$oid"":""6471ea328c0d64b3c26749f8""},{""$oid"":""6471ea338c0d64b3c2674a20""},{""$oid"":""6471ea348c0d64b3c2674a4a""},{""$oid"":""6471ea348c0d64b3c2674a4e""},{""$oid"":""6471ea358c0d64b3c2674a7a""},{""$oid"":""6471ea358c0d64b3c2674a8e""},{""$oid"":""6471ea378c0d64b3c2674ad4""},{""$oid"":""6471ea378c0d64b3c2674ae4""},{""$oid"":""6471ea378c0d64b3c2674ae6""},{""$oid"":""6471ea398c0d64b3c2674b1a""},{""$oid"":""6471ea398c0d64b3c2674b1c""},{""$oid"":""6471ea398c0d64b3c2674b28""},{""$oid"":""6471ea398c0d64b3c2674b2e""},{""$oid"":""6471ea398c0d64b3c2674b30""}]"
22,6471ea1d8c0d64b3c2674642,29,전공,3,Subject-55,"[{""$oid"":""6471ea1d8c0d64b3c26746ac""},{""$oid"":""6471ea1e8c0d64b3c26746cc""},{""$oid"":""6471ea208c0d64b3c267471e""},{""$oid"":""6471ea208c0d64b3c2674720""},{""$oid"":""6471ea218c0d64b3c267475e""},{""$oid"":""6471ea238c0d64b3c2674798""},{""$oid"":""6471ea248c0d64b3c26747ce""},{""$oid"":""6471ea258c0d64b3c26747f4""},{""$oid"":""6471ea268c0d64b3c267480a""},{""$oid"":""6471ea278c0d64b3c2674840""},{""$oid"":""6471ea278c0d64b3c2674846""},{""$oid"":""6471ea298c0d64b3c2674896""},{""$oid"":""6471ea298c0d64b3c26748a0""},{""$oid"":""6471ea2a8c0d64b3c26748a8""},{""$oid"":""6471ea2a8c0d64b3c26748cc""},{""$oid"":""6471ea2b8c0d64b3c26748e4""},{""$oid"":""6471ea2b8c0d64b3c26748ea""},{""$oid"":""6471ea2d8c0d64b3c2674928""},{""$oid"":""6471ea2f8c0d64b3c2674984""},{""$oid"":""6471ea318c0d64b3c26749d6""},{""$oid"":""6471ea318c0d64b3c26749dc""},{""$oid"":""6471ea328c0d64b3c26749f4""},{""$oid"":""6471ea348c0d64b3c2674a4e""},{""$oid"":""6471ea368c0d64b3c2674a98""},{""$oid"":""6471ea368c0d64b3c2674aac""},{""$oid"":""6471ea378c0d64b3c2674ac8""},{""$oid"":""6471ea378c0d64b3c2674ad0""},{""$oid"":""6471ea388c0d64b3c2674aec""},{""$oid"":""6471ea398c0d64b3c2674b14""}]"
21,6471ea1d8c0d64b3c2674644,34,전공,2,Subject-56,"[{""$oid"":""6471ea1e8c0d64b3c26746e4""},{""$oid"":""6471ea228c0d64b3c2674772""},{""$oid"":""6471ea238c0d64b3c267479e""},{""$oid"":""6471ea248c0d64b3c26747d0""},{""$oid"":""6471ea278c0d64b3c2674846""},{""$oid"":""6471ea278c0d64b3c2674848""},{""$oid"":""6471ea288c0d64b3c2674850""},{""$oid"":""6471ea288c0d64b3c267485a""},{""$oid"":""6471ea298c0d64b3c2674898""},{""$oid"":""6471ea2a8c0d64b3c26748ca""},{""$oid"":""6471ea2b8c0d64b3c26748f2""},{""$oid"":""6471ea2c8c0d64b3c2674916""},{""$oid"":""6471ea2e8c0d64b3c2674952""},{""$oid"":""6471ea2e8c0d64b3c2674958""},{""$oid"":""6471ea2e8c0d64b3c2674972""},{""$oid"":""6471ea2f8c0d64b3c2674992""},{""$oid"":""6471ea338c0d64b3c2674a40""},{""$oid"":""6471ea348c0d64b3c2674a48""},{""$oid"":""6471ea348c0d64b3c2674a66""},{""$oid"":""6471ea358c0d64b3c2674a6c""},{""$oid"":""6471ea358c0d64b3c2674a8a""},{""$oid"":""6471ea368c0d64b3c2674a9a""},{""$oid"":""6471ea368c0d64b3c2674aba""},{""$oid"":""6471ea378c0d64b3c2674ad2""},{""$oid"":""6471ea378c0d64b3c2674ae4""},{""$oid"":""6471ea388c0d64b3c2674afa""},{""$oid"":""6471ea388c0d64b3c2674afe""},{""$oid"":""6471ea388c0d64b3c2674b10""},{""$oid"":""6471ea398c0d64b3c2674b18""},{""$oid"":""6471ea398c0d64b3c2674b1e""},{""$oid"":""6471ea398c0d64b3c2674b24""},{""$oid"":""6471ea398c0d64b3c2674b2a""},{""$oid"":""6471ea398c0d64b3c2674b2e""},{""$oid"":""6471ea398c0d64b3c2674b38""}]"
19,6471ea1d8c0d64b3c2674646,32,학기,2,Subject-57,"[{""$oid"":""6471ea1d8c0d64b3c26746a8""},{""$oid"":""6471ea208c0d64b3c2674726""},{""$oid"":""6471ea208c0d64b3c267472e""},{""$oid"":""6471ea218c0d64b3c267475e""},{""$oid"":""6471ea228c0d64b3c2674760""},{""$oid"":""6471ea228c0d64b3c2674766""},{""$oid"":""6471ea248c0d64b3c26747d0""},{""$oid"":""6471ea258c0d64b3c26747f4""},{""$oid"":""6471ea268c0d64b3c2674802""},{""$oid"":""6471ea268c0d64b3c2674804""},{""$oid"":""6471ea268c0d64b3c2674814""},{""$oid"":""6471ea278c0d64b3c2674828""},{""$oid"":""6471ea278c0d64b3c2674836""},{""$oid"":""6471ea278c0d64b3c267484c""},{""$oid"":""6471ea288c0d64b3c267486a""},{""$oid"":""6471ea2a8c0d64b3c26748c2""},{""$oid"":""6471ea2b8c0d64b3c26748ce""},{""$oid"":""6471ea2c8c0d64b3c2674900""},{""$oid"":""6471ea2c8c0d64b3c2674912""},{""$oid"":""6471ea2d8c0d64b3c267492a""},{""$oid"":""6471ea2d8c0d64b3c2674930""},{""$oid"":""6471ea2f8c0d64b3c267497a""},{""$oid"":""6471ea2f8c0d64b3c267497c""},{""$oid"":""6471ea2f8c0d64b3c2674982""},{""$oid"":""6471ea308c0d64b3c267499e""},{""$oid"":""6471ea308c0d64b3c26749ae""},{""$oid"":""6471ea318c0d64b3c26749d0""},{""$oid"":""6471ea318c0d64b3c26749d6""},{""$oid"":""6471ea318c0d64b3c26749e8""},{""$oid"":""6471ea328c0d64b3c26749f4""},{""$oid"":""6471ea328c0d64b3c26749fe""},{""$oid"":""6471ea338c0d64b3c2674a20""}]"
17,6471ea1d8c0d64b3c2674648,27,일교,1,Subject-58,"[{""$oid"":""6471ea1d8c0d64b3c26746ba""},{""$oid"":""6471ea1e8c0d64b3c26746d4""},{""$oid"":""6471ea1f8c0d64b3c26746ec""},{""$oid"":""6471ea1f8c0d64b3c26746fc""},{""$oid"":""6471ea218c0d64b3c267475c""},{""$oid"":""6471ea238c0d64b3c26747b0""},{""$oid"":""6471ea248c0d64b3c26747b8""},{""$oid"":""6471ea248c0d64b3c26747c4""},{""$oid"":""6471ea248c0d64b3c26747d0""},{""$oid"":""6471ea248c0d64b3c26747d8""},{""$oid"":""6471ea258c0d64b3c26747de""},{""$oid"":""6471ea258c0d64b3c26747e8""},{""$oid"":""6471ea268c0d64b3c267481c""},{""$oid"":""6471ea268c0d64b3c2674820""},{""$oid"":""6471ea278c0d64b3c267482a""},{""$oid"":""6471ea278c0d64b3c267483e""},{""$oid"":""6471ea288c0d64b3c267485e""},{""$oid"":""6471ea298c0d64b3c2674882""},{""$oid"":""6471ea2b8c0d64b3c26748ec""},{""$oid"":""6471ea2c8c0d64b3c267490e""},{""$oid"":""6471ea2e8c0d64b3c267494a""},{""$oid"":""6471ea2e8c0d64b3c267496c""},{""$oid"":""6471ea2e8c0d64b3c2674972""},{""$oid"":""6471ea308c0d64b3c26749b6""},{""$oid"":""6471ea308c0d64b3c26749c0""},{""$oid"":""6471ea308c0d64b3c26749c4""},{""$oid"":""6471ea338c0d64b3c2674a20""}]"
16,6471ea1d8c0d64b3c267464a,22,일교,2,Subject-59,"[{""$oid"":""6471ea1d8c0d64b3c26746b8""},{""$oid"":""6471ea1f8c0d64b3c26746ec""},{""$oid"":""6471ea1f8c0d64b3c26746f6""},{""$oid"":""6471ea208c0d64b3c267471c""},{""$oid"":""6471ea208c0d64b3c2674720""},{""$oid"":""6471ea208c0d64b3c2674722""},{""$oid"":""6471ea218c0d64b3c2674752""},{""$oid"":""6471ea228c0d64b3c2674784""},{""$oid"":""6471ea238c0d64b3c26747a0""},{""$oid"":""6471ea288c0d64b3c2674860""},{""$oid"":""6471ea298c0d64b3c267489a""},{""$oid"":""6471ea2d8c0d64b3c2674946""},{""$oid"":""6471ea2e8c0d64b3c267496a""},{""$oid"":""6471ea318c0d64b3c26749e6""},{""$oid"":""6471ea328c0d64b3c26749f6""},{""$oid"":""6471ea328c0d64b3c2674a02""},{""$oid"":""6471ea328c0d64b3c2674a0c""},{""$oid"":""6471ea328c0d64b3c2674a18""},{""$oid"":""6471ea338c0d64b3c2674a24""},{""$oid"":""6471ea338c0d64b3c2674a3a""},{""$oid"":""6471ea358c0d64b3c2674a92""},{""$oid"":""6471ea368c0d64b3c2674ab6""}]"
